Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,NCM41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,16.50,93.61,4
Low Fat,NCC54,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,17.75,239.32,4
Low Fat,NCW41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,18.00,158.06,4
Low Fat,NCY17,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16,18.20,45.11,4
Low Fat,NCW53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,18.35,193.12,4
Low Fat,NCJ05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,18.70,152.37,4
Low Fat,NCW05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15,20.25,108.39,4
Low Fat,NCA05,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,20.75,150.47,4
Low Fat,NCT42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,5.88,149.94,4
Low Fat,NCS30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,5.95,127.37,4
Low Fat,NCF06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,6.24,260.90,4
Low Fat,NCO26,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,7.24,116.65,4
Low Fat,NCM06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,7.48,156.07,4
Low Fat,NCW54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,7.50,59.26,4
Low Fat,NCS42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,8.60,91.81,4
Low Fat,NCU54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,8.88,208.93,4
Low Fat,NCT30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,9.10,48.87,4
Low Fat,NCK18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,9.60,164.62,4
Low Fat,NCK54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,12.15,115.02,4
Low Fat,NCR06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,12.50,42.91,4
Low Fat,NCS18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,12.65,108.49,4
Low Fat,NCD06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,13.00,44.91,4
Low Fat,NCQ06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,13.00,255.90,4
Low Fat,NCH07,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,13.15,159.76,4
Low Fat,NCD55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,14.00,40.25,4
Low Fat,NCZ54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,14.65,161.36,4
Low Fat,NCI54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,15.20,108.99,4
Low Fat,NCE30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,16.00,214.09,4
Low Fat,NCH55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,16.35,125.60,4
Low Fat,NCH30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,17.10,115.19,4
Low Fat,NCL30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,18.10,128.73,4
Low Fat,NCI55,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,18.60,121.54,4
Low Fat,NCI42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,18.75,207.90,4
Low Fat,NCQ50,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,18.75,215.72,4
Low Fat,NCC06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,19.00,127.03,4
Low Fat,NCZ06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,19.60,251.87,4
Low Fat,NCR50,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,20.20,155.13,4
Low Fat,NCP30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,20.50,38.98,4
Low Fat,NCR30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,20.60,75.47,4
Low Fat,FDA39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,6.32,38.58,4
Low Fat,FDK27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,11.00,119.18,4
Low Fat,FDG31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,12.15,62.88,4
Low Fat,FDY51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,12.50,221.78,4
Low Fat,FDQ39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,14.80,190.58,4
Low Fat,NCM07,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,9.40,85.59,4
Low Fat,NCQ43,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,17.75,108.09,4
Low Fat,NCJ31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18,19.20,243.02,4
Low Fat,FDH09,Seafood,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,12.60,51.90,4
Low Fat,FDD46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14,6.04,155.10,4
Low Fat,FDX21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,7.05,108.29,4
Low Fat,FDQ57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,7.28,145.98,4
Low Fat,FDT58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,9.00,168.78,4
Low Fat,FDY58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,11.65,227.37,4
Low Fat,FDH58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,12.30,115.98,4
Low Fat,FDQ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,13.35,150.37,4
Low Fat,FDA21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,13.65,186.39,4
Low Fat,FDJ09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,15.00,44.77,4
Low Fat,FDT57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,15.20,238.22,4
Low Fat,FDX45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,16.75,155.26,4
Low Fat,FDL22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,16.85,90.35,4
Low Fat,FDR10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,17.60,163.76,4
Low Fat,FDY10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,17.60,112.72,4
Low Fat,FDZ09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,17.60,163.89,4
Low Fat,FDZ58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,17.85,121.81,4
Low Fat,FDW45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,18.00,145.34,4
Low Fat,FDV46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,18.20,140.82,4
Low Fat,FDN57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,18.25,140.92,4
Low Fat,FDR09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,18.25,260.60,4
Low Fat,FDN21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,18.60,161.82,4
Low Fat,FDP09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,19.75,213.59,4
Low Fat,FDV58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,20.85,196.15,4
Low Fat,FDH10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,21.00,193.05,4
Low Fat,DRG48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,5.78,147.21,4
Low Fat,DRD25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,6.14,114.39,4
Low Fat,DRE13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,6.28,86.52,4
Low Fat,DRB24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,8.79,155.17,4
Low Fat,DRN37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,9.60,166.52,4
Low Fat,DRJ24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,11.80,186.89,4
Low Fat,DRK13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,11.80,200.21,4
Low Fat,DRF13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,12.10,144.34,4
Low Fat,DRH37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,17.60,164.25,4
Low Fat,DRC12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,17.85,190.42,4
Low Fat,DRI25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,19.60,56.46,4
Low Fat,DRE49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,20.75,153.50,4
Low Fat,FDA34,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,11.50,174.51,4
Low Fat,FDI35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,14.00,182.06,4
Regular,FDE36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,5.26,161.89,4
Regular,FDZ59,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,6.63,166.15,4
Regular,FDY11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,6.71,65.41,4
Regular,FDQ36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16,7.86,37.28,4
Regular,FDS36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,8.38,111.86,4
Regular,FDP12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,9.80,36.89,4
Regular,FDM60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,10.80,42.21,4
Regular,FDM36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,11.65,173.54,4
Regular,FDL48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,19.35,48.50,4
Regular,FDX47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,6.55,155.83,4
Regular,FDY47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,8.60,131.53,4
Regular,FDO49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,10.60,48.90,4
Regular,FDN49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,17.25,40.05,4
Regular,FDQ25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,8.63,172.54,4
Regular,FDG38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,8.98,86.62,4
Regular,FDL50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,12.15,125.40,4
Regular,FDI38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,13.35,207.36,4
Regular,FDC14,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,14.50,42.05,4
Regular,FDU50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,5.75,115.32,4
Regular,FDJ15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,11.35,184.46,4
Regular,FDC16,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,11.50,86.05,4
Regular,FDQ26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,13.50,57.86,4
Regular,FDY38,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,13.60,231.63,4
Regular,FDC40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,16.00,79.40,4
Regular,FDB40,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,17.50,145.81,4
Regular,FDD52,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.18,18.25,110.86,4
Regular,FDA27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,20.35,253.97,4
Regular,FDR16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,5.85,214.42,4
Regular,FDG17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,6.87,244.45,4
Regular,FDR40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,9.10,78.76,4
Regular,FDT52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,9.70,244.61,4
Regular,FDT16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,9.90,262.13,4
Regular,FDG05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,11.00,155.26,4
Regular,FDP28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,13.65,262.89,4
Regular,FDH17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,16.20,96.37,4
Regular,FDV52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,20.70,119.75,4
Regular,FDF53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,20.75,178.73,4
Regular,FDN56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,5.46,144.88,4
Regular,FDF44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,7.17,130.40,4
Regular,FDH56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,9.80,117.15,4
Regular,FDD21,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,10.30,112.72,4
Regular,FDO20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.15,12.85,254.04,4
Regular,FDS19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,13.80,77.30,4
Regular,FDC09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,15.50,104.13,4
Regular,FDR56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,15.50,199.08,4
Regular,FDW07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14,18.00,89.65,4
Regular,FDF45,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,18.20,57.19,4
Regular,FDI08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,18.20,250.11,4
Regular,FDC08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,19.00,228.37,4
Regular,FDX07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,19.20,184.50,4
Regular,FDP08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.11,20.50,192.05,4
Regular,FDY39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,5.31,181.86,4
Regular,FDO39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.14,6.99,182.86,4
Regular,FDM51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,11.80,102.27,4
Regular,FDH31,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,12.00,98.00,4
Regular,FDI07,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,12.35,198.14,4
Regular,FDX03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,15.85,47.17,4
Regular,FDJ27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,17.70,103.37,4
Regular,FDU27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.17,18.60,48.84,4
Regular,FDN33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,6.31,93.54,4
Regular,FDH46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,6.94,103.13,4
Regular,FDG46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,8.63,115.05,4
Regular,FDX33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.12,9.20,159.56,4
Regular,FDS58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,9.29,160.06,4
Regular,FDU10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,10.10,38.48,4
Regular,FDB46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,10.50,213.72,4
Regular,FDU21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08,11.80,34.96,4
Regular,FDO09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,13.50,264.49,4
Regular,FDW09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03,13.65,80.43,4
Regular,FDP22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10,14.65,49.87,4
Regular,FDL57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,15.10,258.83,4
Regular,FDL09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,19.60,169.28,4
Regular,DRD01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,12.10,53.26,4
Regular,DRB48,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02,16.75,37.88,4
Regular,DRA24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,19.35,165.09,4
Regular,FDE35,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,7.06,57.69,4
Regular,FDD23,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,9.50,186.59,4
Regular,FDH47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,13.50,98.41,4
low fat,FDW11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05,12.60,61.02,4
low fat,DRH59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,10.80,72.34,4
low fat,NCA30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,19.00,190.19,4
reg,FDW12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04,8.32,146.64,4
reg,FDS24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06,20.85,87.25,4
reg,FDT23,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.07,7.72,78.90,4
reg,FDA52,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.13,16.20,175.54,4
reg,FDT07,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00,5.82,256.63,4
reg,FDT39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01,6.26,149.84,4
reg,FDI34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09,10.65,229.77,4
LF,FDM44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.05,,105.10,4
LF,FDY55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.00,,258.40,4
LF,NCI54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,110.49,4
LF,NCX30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.05,,248.68,4
LF,FDQ34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.28,,105.56,4
LF,DRK49,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.00,,40.51,4
Low Fat,FDA36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.01,,183.69,4
Low Fat,FDC48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.03,,82.16,4
Low Fat,FDH12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.15,,107.13,4
Low Fat,FDH48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.11,,86.25,4
Low Fat,FDI24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.14,,175.04,4
Low Fat,FDS48,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.05,,149.77,4
Low Fat,FDY36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.02,,74.34,4
Low Fat,FDO23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.26,,94.84,4
Low Fat,FDP11,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.12,,216.12,4
Low Fat,FDV47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.09,,84.56,4
Low Fat,FDW47,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.08,,121.74,4
Low Fat,FDW59,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,85.96,4
Low Fat,FDN01,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.13,,176.94,4
Low Fat,FDP37,Breakfast,2018,OUT019,Tier 1,Small,Grocery Store,0.25,,127.00,4
Low Fat,FDA49,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.11,,89.02,4
Low Fat,FDT13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.03,,188.82,4
Low Fat,DRD27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,98.30,4
Low Fat,DRH15,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.19,,43.94,4
Low Fat,FDB39,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.07,,57.43,4
Low Fat,FDD04,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.16,,142.92,4
Low Fat,FDH27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.10,,145.01,4
Low Fat,FDR14,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.30,,54.73,4
Low Fat,FDV38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.18,,55.00,4
Low Fat,FDZ38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.01,,171.34,4
Low Fat,FDB17,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,180.20,4
Low Fat,FDD16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,74.77,4
Low Fat,FDD53,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.08,,41.85,4
Low Fat,FDE16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.05,,206.80,4
Low Fat,FDG04,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.01,,185.19,4
Low Fat,FDS40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.02,,34.62,4
Low Fat,FDT40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.17,,128.37,4
Low Fat,FDU52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.11,,157.06,4
Low Fat,FDB32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,93.58,4
Low Fat,FDB45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,106.53,4
Low Fat,FDC32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.17,,92.05,4
Low Fat,FDE08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.09,,149.87,4
Low Fat,FDG44,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.18,,55.73,4
Low Fat,FDJ56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.32,,100.77,4
Low Fat,FDX08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,179.93,4
Low Fat,FDX20,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.07,,227.37,4
Low Fat,FDX55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.10,,216.92,4
Low Fat,DRO59,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.09,,77.90,4
Low Fat,DRP35,Hard Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.16,,129.33,4
Low Fat,NCQ05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,151.07,4
Low Fat,NCT29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.11,,123.34,4
Low Fat,NCV29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.04,,176.77,4
Low Fat,NCD43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.03,,106.20,4
Low Fat,NCE30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.17,,214.09,4
Low Fat,NCF42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.29,,177.07,4
Low Fat,NCH43,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.12,,216.62,4
Low Fat,NCH54,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.13,,158.39,4
Low Fat,NCH55,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,127.50,4
Low Fat,NCJ06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,119.88,4
Low Fat,NCJ42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.03,,102.73,4
Low Fat,NCM30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.12,,43.28,4
Low Fat,NCR30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.12,,73.47,4
Low Fat,NCS06,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,263.59,4
Low Fat,NCT30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.14,,47.17,4
Low Fat,NCU18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.10,,142.45,4
Low Fat,NCX18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.02,,194.91,4
Low Fat,NCX42,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.01,,162.95,4
Low Fat,NCZ18,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.33,,252.77,4
Low Fat,FDH19,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.06,,175.17,4
Low Fat,FDP27,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.21,,190.95,4
Low Fat,FDV39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.00,,196.84,4
Low Fat,NCL31,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.21,,144.75,4
Low Fat,NCQ43,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.19,,110.29,4
Low Fat,FDH21,Seafood,2018,OUT019,Tier 1,Small,Grocery Store,0.05,,158.66,4
Low Fat,FDD58,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.10,,100.67,4
